id,verdict,name,type,town,osm_name,osm_kind,dist_m,name_ok,lat,lng,new_lat,new_lng
241,review,Sea Cliff Manor,Residential,Sea Cliff,,building=apartments,235,False,40.8478,-73.6434,,
248,review,Babylon Public Library,Library,Babylon,Babylon Public Library,amenity=library,846,False,40.7025,-73.3243,,
255,review,Long Island Aquarium,Entertainment,Riverhead,Ammann Park,leisure=park,354,False,40.9147,-72.6561,,
260,review,NYCB Theatre at Westbury,Entertainment,Westbury,,leisure=pitch,594,False,40.7561,-73.5721,,
265,review,The Bristal at North Hills,Residential,North Hills,,building=apartments,680,False,40.7736,-73.6937,,
266,review,Atria Woodbury,Residential,Woodbury,Days Inn,tourism=hotel,363,False,40.81395,-73.47911,,
267,review,Sunrise Senior Living Garden City,Residential,Garden City,,building=apartments,530,False,40.7267,-73.6401,,
268,review,The Bristal at East Northport,Residential,East Northport,,building=apartments,767,False,40.8753,-73.3463,,
270,review,Sunrise at East Meadow,Residential,East Meadow,,building=apartments,640,False,40.69673,-73.55193,,
274,review,Garden City Towers,Residential,Garden City,Springfield Apartment,building=apartments,654,False,40.72799,-73.62574,,
289,review,Kings Park Senior Apartments,Residential,Kings Park,,building=apartments,238,False,40.8859,-73.25735,,
300,review,TownePlace Suites Hauppauge,Hotel,Hauppauge,Holiday Inn Express,tourism=hotel,656,False,40.80171,-73.22082,,
303,review,Courtyard by Marriott Plainview,Hotel,Plainview,Holiday Inn,tourism=hotel,166,False,40.79769,-73.46662,,
307,review,Dune Deck Hotel Westhampton,Hotel,Westhampton Beach,La Ronde Beach Club Inc,building=hotel,931,False,40.79025,-72.66231,,
311,review,1 Expressway Plaza,Office,Roslyn Heights,,building=office,199,False,40.7869,-73.6458,,
312,review,2 Expressway Plaza,Office,Roslyn Heights,,building=office,195,False,40.7871,-73.6462,,
315,review,North Hills Executive Park,Office,North Hills,,building=commercial,495,False,40.7773,-73.7121,,
321,review,1025 Old Country Rd,Office,Westbury,,building=office,505,False,40.75543,-73.55789,,
322,review,600 Veterans Memorial Hwy,Office,Hauppauge,,building=commercial,469,False,40.82585,-73.23995,,
323,review,Carle Place Office Park,Office,Carle Place,Rowan Realty,office=estate_agent,369,False,40.7537,-73.6082,,
326,review,East Setauket Corporate Park,Office,East Setauket,Center of Excellence in Wireless and Information Technology,office=research,515,False,40.9054,-73.1298,,
343,review,Catholic Health Physician Partners Merrick,Medical,Merrick,Acupuncture Yin Yang PC,healthcare=alternative,442,False,40.69419,-73.56318,,
344,review,TLC Health Network,Medical,Amityville,Amityville Dental,amenity=dentist,585,False,40.6754,-73.4262,,
346,review,New York Spine Institute,Medical,Westbury,CVS Pharmacy,amenity=pharmacy,617,False,40.7538,-73.5783,,
348,review,South Shore University Hospital Cancer Ctr,Medical,Bay Shore,Southside Hospital,amenity=hospital,435,False,40.72685,-73.23662,,
349,review,Northwell Behavioral Health Manhasset,Medical,Manhasset,Caring Heart Cardiology,amenity=doctors,231,False,40.7728,-73.7031,,
350,review,St. Catherine Satellite Hauppauge,Medical,Hauppauge,The Vitality Center,healthcare=alternative,828,False,40.80765,-73.24147,,
351,review,Stony Brook Cardiology Smithtown,Medical,Smithtown,CityMD,amenity=clinic,835,False,40.8548,-73.2063,,
353,review,CareMount Medical Great Neck,Medical,Great Neck,Rite Aid,amenity=pharmacy,212,False,40.78747,-73.72694,,
361,review,Smithtown Town Hall,Government,Smithtown,Town of Smithtown,office=government,481,False,40.8559,-73.2038,,
362,review,Riverhead Town Hall,Government,Riverhead,Riverhead Town Hall,amenity=townhall,286,False,40.9172,-72.6614,,
363,review,Oyster Bay Town Hall,Government,Oyster Bay,Village of Oyster Bay Cove,office=government,530,False,40.8686,-73.5296,,
366,review,Village of Freeport Municipal Center,Government,Freeport,Social Security Administration,office=government,260,False,40.6578,-73.583,,
376,review,Touro College of Osteopathic Medicine,Education,Central Islip,Our Lady of Providence Regional School,amenity=school,659,False,40.7821,-73.1958,,
378,review,Western Suffolk BOCES,Education,Dix Hills,,building=school,188,False,40.7883,-73.3671,,
379,review,Dowling College — Oakdale Campus,Education,Oakdale,,building=school,831,False,40.74199,-73.14808,,
381,review,Life Time Fitness Syosset,Entertainment,Syosset,,leisure=pitch,492,False,40.80449,-73.5176,,
382,review,Life Time Fitness Commack,Entertainment,Commack,,leisure=swimming_pool,181,False,40.84362,-73.29465,,
384,review,Parrish Art Museum,Entertainment,Water Mill,,leisure=pitch,206,False,40.90465,-72.36572,,
397,review,Patchogue YMCA,Community,Patchogue,,building=civic,630,False,40.7644,-73.0175,,
401,review,Bay Shore YMCA,Community,Bay Shore,Atria Bay Shore,building=civic,573,False,40.71846,-73.25282,,
403,review,Riverhead YMCA,Community,Riverhead,Polish Town Civic Association,building=civic,802,False,40.9148,-72.6641,,
407,review,Huntington Arts Center,Community,Huntington,Huntington Historical Society,building=civic,171,False,40.8694,-73.4261,,
409,review,Nassau County Museum of Art,Community,Roslyn Harbor,,amenity=community_centre,726,False,40.8041,-73.6499,,
411,review,Mineola Medical Arts Building,Medical,Mineola,Northwell Health Urgent Care,amenity=clinic,821,False,40.75512,-73.62432,,
413,review,Massapequa Medical Center,Medical,Massapequa,Dr. Neil Dash,amenity=doctors,625,False,40.6813,-73.4642,,
414,review,Bellmore Medical Arts,Medical,Bellmore,MinuteClinic,amenity=doctors,470,False,40.6617,-73.5357,,
415,review,Merrick Medical Arts,Medical,Merrick,Lenox Hill Radiology,amenity=doctors,671,False,40.6568,-73.5543,,
422,review,Medford Medical Center,Medical,Medford,Walgreens,amenity=pharmacy,769,False,40.8233,-73.002,,
424,review,Port Jefferson Medical Center,Medical,Port Jefferson,Varicose Vein Center,amenity=clinic,200,False,40.9451,-73.0648,,
426,review,Hewlett Medical Center,Medical,Hewlett,Pediatric Dentistry,amenity=dentist,164,False,40.6427,-73.6938,,
427,review,Valley Stream Medical Arts,Medical,Valley Stream,Advantage Physician,amenity=doctors,249,False,40.6626,-73.7069,,
429,review,Floral Park Medical Arts,Medical,Floral Park,Comprehensive Eye MD,amenity=clinic,236,False,40.7276,-73.6988,,
430,review,Seaford Medical Arts,Medical,Seaford,UltraVision,healthcare=optometrist,658,False,40.7227,-73.5059,,
443,review,North Babylon Public Library,Library,North Babylon,North Babylon Public Library,amenity=library,693,False,40.7279,-73.3293,,
444,review,Elmont Public Library,Library,Elmont,Elmont Memorial Library,amenity=library,859,False,40.7009,-73.696,,
446,review,Rockville Centre Village Hall,Government,Rockville Centre,Village of Rockville Centre Community Development / Building Department,office=government,201,False,40.6598,-73.6391,,
447,review,Lynbrook Village Hall,Government,Lynbrook,Lynbrook Village Hall,amenity=townhall,408,False,40.6541,-73.6739,,
449,review,Garden City Village Hall,Government,Garden City,Garden City Village Hall,amenity=townhall,577,False,40.7219,-73.6397,,
450,review,Westbury Village Hall,Government,Westbury,Village of Westbury,office=government,295,False,40.7545,-73.5874,,
451,review,Babylon Village Hall,Government,Babylon,Village of Babylon,office=government,511,False,40.7007,-73.3248,,
452,review,Amityville Village Hall,Government,Amityville,Vilage of Amityville,office=government,278,False,40.6798,-73.4207,,
453,review,Northport Village Hall,Government,Northport,Village of Northport,office=government,499,False,40.9009,-73.3415,,
454,review,Patchogue Village Hall,Government,Patchogue,"Courthouse, Sixth District Court",amenity=courthouse,267,False,40.7645,-73.0154,,
455,review,Farmingdale Village Hall,Government,Farmingdale,Farmingdale Village Hall,amenity=townhall,164,False,40.7324,-73.4461,,
457,review,New Hyde Park Village Hall,Government,New Hyde Park,New Hyde Park Village Hall,amenity=townhall,735,False,40.7365,-73.688,,
458,review,Long Beach DMV Office,Government,Long Beach,Long Beach City Hall,amenity=townhall,186,False,40.58812,-73.6674,,
460,review,Massapequa Park Village Hall,Government,Massapequa Park,Village of Massapequa Park,office=government,389,False,40.6818,-73.4523,,
464,review,Hauppauge Commerce Center,Office,Hauppauge,,office=company,215,False,40.8165,-73.2019,,
466,review,New Hyde Park Office Park,Office,New Hyde Park,E Central Medical Management,office=yes,437,False,40.7485,-73.6988,,
469,review,33 Walt Whitman Rd,Office,Huntington Station,,building=commercial,342,False,40.832,-73.4158,,
470,review,75 Maiden Ln Great Neck,Office,Great Neck,Detail Renovations,office=architect,506,False,40.7996,-73.732,,
471,review,100 N Centre Ave,Office,Rockville Centre,,building=commercial,186,False,40.66022,-73.65078,,
474,review,100 Merrick Rd,Office,Merrick,,building=commercial,436,False,40.6563,-73.5551,,
476,review,Long Island Museum of American Art,Entertainment,Stony Brook,,leisure=park,292,False,40.9059,-73.1331,,
493,review,NYU Langone East Hampton Medical,Medical,East Hampton,CVS Pharmacy,amenity=pharmacy,748,False,40.96753,-72.17403,,
494,review,Northwell Health Cardiology Carle Place,Medical,Carle Place,Sunglass Hut,shop=optician,894,False,40.7461,-73.6106,,
495,review,North Shore LIJ Surgery Center Valley Stream,Medical,Valley Stream,CVS Pharmacy,amenity=pharmacy,541,False,40.6656,-73.6819,,
497,review,Long Island ENT Great Neck,Medical,Great Neck,CVS Pharmacy,amenity=pharmacy,689,False,40.7944,-73.7318,,
498,review,East Meadow Medical Center,Medical,East Meadow,Winthrop Physical Therapy,healthcare=physiotherapist,676,False,40.7206,-73.5542,,
505,review,Northwell Health Neuroscience Manhasset,Medical,Manhasset,Caring Heart Cardiology,amenity=doctors,250,False,40.773,-73.7025,,
506,review,Catholic Health Physician Partners East Meadow,Medical,East Meadow,Winthrop Physical Therapy,healthcare=physiotherapist,648,False,40.7205,-73.5535,,
513,review,Teachers Federal Credit Union HQ,Financial,Hauppauge,,amenity=bank,829,False,40.80729,-73.24656,,
518,review,Signature Bank Long Island,Financial,Garden City,Jovia,amenity=bank,893,False,40.72976,-73.60366,,
520,review,Hanover Bancorp LI,Financial,Mineola,Chase Bank,amenity=bank,376,False,40.7477,-73.6369,,
526,review,Atria Great Neck,Residential,Great Neck,,building=apartments,204,False,40.7987,-73.7316,,
527,review,The Bristal at Massapequa,Residential,Massapequa,,building=apartments,162,False,40.66934,-73.43298,,
529,review,The Bristal at Islandia,Residential,Islandia,,building=apartments,372,False,40.81338,-73.19075,,
530,review,Atria Lynbrook,Residential,Lynbrook,,building=apartments,541,False,40.65872,-73.65809,,
531,review,The Bristal at Bethpage,Residential,Bethpage,,building=apartments,755,False,40.7492,-73.4846,,
532,review,Sunrise Senior Living Commack,Residential,Commack,,building=apartments,514,False,40.8407,-73.2829,,
533,review,The Esplanade of Manhasset,Residential,Manhasset,,building=residential,333,False,40.76409,-73.67123,,
535,review,The Riverton at Centereach,Residential,Centereach,,building=apartments,824,False,40.8591,-73.0997,,
538,review,Sag Harbor Cove Condominiums,Residential,Sag Harbor,,building=apartments,775,False,40.9988,-72.2952,,
545,review,Westhampton Inn,Hotel,Westhampton Beach,Grassmere Inn,tourism=hotel,399,False,40.80925,-72.64483,,
546,review,Holiday Inn Express Garden City,Hotel,Garden City,Residence Inn,tourism=hotel,597,False,40.72979,-73.61981,,
547,review,La Quinta Inn Melville,Hotel,Melville,Hilton Long Island/Huntington,tourism=hotel,835,False,40.7619,-73.4155,,
548,review,Marriott Residence Inn Carle Place,Hotel,Carle Place,SpringHill Suites,tourism=hotel,303,False,40.74611,-73.62168,,
552,review,Amagansett Beach & Atlantic Hotel,Hotel,Amagansett,The Reform Club,tourism=hotel,497,False,40.9786,-72.1479,,
555,review,Montauk Blue Hotel,Hotel,Montauk,,building=hotel,270,False,41.0418,-71.9608,,
556,review,645 Saratoga Ave,Office,Hauppauge,,office=company,200,False,40.8193,-73.1994,,
558,review,55 Maxess Rd,Office,Hauppauge,,office=company,260,False,40.8162,-73.2025,,
560,review,Commack Professional Center,Office,Commack,,building=office,822,False,40.8432,-73.2871,,
562,review,Glen Head Office Center,Office,Glen Head,,building=commercial,791,False,40.8367,-73.6279,,
565,review,Port Jefferson Station Office Park,Office,Port Jefferson Station,,building=commercial,700,False,40.9138,-73.0455,,
567,review,Riverhead Center Professional Bldg,Office,Riverhead,,building=commercial,194,False,40.9175,-72.6533,,
568,review,Northport Professional Center,Office,Northport,,building=commercial,236,False,40.88889,-73.35566,,
569,review,Plainview Executive Center,Office,Plainview,Fidelity Investments,office=financial_advisor,381,False,40.77928,-73.45383,,
571,review,Southold Town Hall,Government,Southold,Southold Town Hall,amenity=townhall,369,False,41.064,-72.4269,,
572,review,Greenport Village Hall,Government,Greenport,Brown Harris Stevens - Real Estate,office=government,196,False,41.1009,-72.3596,,
573,review,Port Jefferson Village Hall,Government,Port Jefferson,Village of Port Jefferson,office=government,312,False,40.9479,-73.0686,,
577,review,Bellport Village Hall,Government,Bellport,Village of Bellport,office=government,611,False,40.7617,-72.9387,,
582,review,Syosset High School,Education,Woodbury,,building=school,754,False,40.8203,-73.4742,,
586,review,Huntington High School,Education,Huntington Station,Gloria Dei Nursery School,amenity=school,462,False,40.8353,-73.4152,,
591,review,Oheka Castle,Entertainment,Huntington,,leisure=garden,172,False,40.82942,-73.44854,,
600,review,Kings Park Psychiatric Center,Entertainment,Kings Park,St. Joseph Field,leisure=park,422,False,40.88657,-73.25696,,
602,review,Islamic Center of Long Island,Community,Westbury,Yes We Can! Community Center,amenity=community_centre,849,False,40.76587,-73.57078,,
604,review,Old Westbury YMCA,Community,Roslyn Heights,Laurel Homes Community Center,building=civic,263,False,40.7868,-73.6422,,
609,review,Shelter Island YMCA,Community,Shelter Island,Shelter Island Town Hall,amenity=townhall,170,False,41.07012,-72.33877,,
615,review,Jericho Terrace Plaza,Mall,Mineola,,building=retail,327,False,40.7488,-73.6315,,
624,review,Island Dermatology Rockville Centre,Dermatology,Rockville Centre,Motion Sports Medicine,healthcare=physiotherapist,184,False,40.6588,-73.6399,,
626,review,Advanced Dermatology Hicksville,Dermatology,Hicksville,Smith Pharmacy,amenity=pharmacy,187,False,40.7682,-73.5251,,
628,review,North Shore Dermatology Manhasset,Dermatology,Manhasset,Northwell Health – LIJ Manhasset Ambulatory Pavilion,amenity=clinic,783,False,40.7872,-73.6928,,
632,review,Dermatology of Long Island East Hampton,Dermatology,East Hampton,CVS Pharmacy,amenity=pharmacy,376,False,40.9623,-72.1841,,
649,review,Summit Physical Therapy Bay Shore,Physical Therapy,Bay Shore,Mount Sinai Doctors Long Island,healthcare=yes,695,False,40.728,-73.251,,
